po_id,vendor_id,contract_id,department_id,po_date,line_description,total_amount,currency,status,requestor_name,approval_level
PO-00714,VEND-00022,,DEPT-002,2026-03-01,Contracts review package,4100,USD,Closed,Ingrid Voss,Dept Head
PO-00715,VEND-00063,CTR-0042,DEPT-008,2023-05-24,Ergonomics,3900,USD,Closed,Quinn Reyes,Dept Head
PO-00716,VEND-00112,,DEPT-009,2024-04-01,Advisory engagement,2300,USD,Received,Hana Kobayashi,Dept Head
PO-00717,VEND-00168,,DEPT-011,2026-03-21,Temp-to-hire fee,7000,USD,Received,Ingrid Voss,Dept Head
PO-00718,VEND-00047,CTR-0078,DEPT-012,2026-01-05,Assessment phase,25500,USD,Received,Julia Hwang,VP
PO-00719,VEND-00065,,DEPT-014,2025-05-03,Last-mile delivery,2200,USD,Closed,Hana Kobayashi,Dept Head
PO-00720,VEND-00186,,DEPT-005,2026-01-04,DR storage tier,42000,USD,Received,Robin Park,VP
PO-00721,VEND-00099,,DEPT-010,2026-04-01,HVAC maintenance,205000,USD,Closed,Julia Hwang,CFO
PO-00722,VEND-00001,,DEPT-018,2024-09-18,Reserved capacity,4800,USD,Received,Ingrid Voss,Dept Head
PO-00723,VEND-00157,,DEPT-007,2024-01-07,Contracts review package,4000,USD,Closed,Owen Marsh,Dept Head
PO-00724,VEND-00199,,DEPT-020,2024-07-16,MPLS circuits month,3700,USD,Cancelled,Cesar Ruiz,Dept Head
PO-00725,VEND-00034,CTR-0032,DEPT-019,2023-07-23,Implementation sprint,5400,USD,Closed,Derek Yoon,Dept Head
PO-00726,VEND-00152,,DEPT-013,2025-12-10,Toll-free services,18500,USD,Closed,Luis Ortega,VP
PO-00727,VEND-00172,,DEPT-014,2025-07-24,Datacenter hardware,5500,USD,Closed,Harish Patel,Dept Head
PO-00728,VEND-00139,,DEPT-019,2023-04-13,HVAC maintenance,43000,USD,Closed,Claire Benoit,VP
PO-00729,VEND-00168,,DEPT-012,2023-02-06,Staff augmentation month,7600,USD,Received,Sasha Mwangi,Dept Head
PO-00730,VEND-00131,,DEPT-012,2026-03-26,Annual SKO travel,4000,USD,Received,Devon Parker,Dept Head
PO-00731,VEND-00099,,DEPT-006,2023-11-18,Landscaping,7500,USD,Closed,Priya Raman,Dept Head
PO-00732,VEND-00087,,DEPT-001,2023-11-23,Contracts review package,1400,USD,Received,Hana Kobayashi,Dept Head
PO-00733,VEND-00198,,DEPT-015,2024-11-24,Customs clearance,233000,USD,Received,Quinn Reyes,CFO
PO-00734,VEND-00111,,DEPT-005,2026-03-08,Assessment phase,4800,USD,Closed,Jamie Chen,Dept Head
PO-00735,VEND-00032,,DEPT-006,2025-03-11,Specialist placement,5200,USD,Closed,Ingrid Voss,Dept Head
PO-00736,VEND-00031,,DEPT-016,2025-08-29,Events travel block,5100,USD,Closed,Claire Benoit,Dept Head
PO-00737,VEND-00060,,DEPT-019,2023-10-18,Laptop refresh batch,50000,USD,Received,Sasha Mwangi,CFO
PO-00738,VEND-00046,CTR-0034,DEPT-008,2023-03-03,Cleaning services month,3600,USD,Closed,Rafael Mendez,Dept Head
PO-00739,VEND-00146,,DEPT-001,2025-02-16,Contracts review package,800,USD,Received,Devon Parker,Dept Head
PO-00740,VEND-00157,,DEPT-006,2023-12-16,Compliance advisory,204000,USD,Closed,Ingrid Voss,CFO
PO-00741,VEND-00132,,DEPT-014,2025-07-05,Print consumables,895000,USD,Closed,Ingrid Voss,CEO
PO-00742,VEND-00189,,DEPT-007,2024-04-25,Specialist placement,5300,USD,Closed,Cesar Ruiz,Dept Head
PO-00743,VEND-00189,,DEPT-007,2025-11-28,Specialist placement,6200,USD,Closed,Owen Marsh,Dept Head
PO-00744,VEND-00098,,DEPT-010,2023-02-15,Litigation retainer,6100,USD,Open,Tomas Kellerman,Dept Head
PO-00745,VEND-00071,,DEPT-016,2025-12-11,Egress overage,7600,USD,Received,Owen Marsh,Dept Head
PO-00746,VEND-00172,,DEPT-017,2023-06-14,Monitors and peripherals,4800,USD,Received,Sasha Mwangi,Dept Head
PO-00747,VEND-00140,,DEPT-001,2023-07-14,Network installation,2900,USD,Closed,Priya Raman,Dept Head
PO-00748,VEND-00091,,DEPT-009,2025-07-25,Advisory engagement,5100,USD,Closed,Hana Kobayashi,Dept Head
PO-00749,VEND-00040,,DEPT-013,2023-12-18,Reserved capacity,760000,USD,Closed,Luis Ortega,CEO
PO-00750,VEND-00047,CTR-0078,DEPT-009,2025-04-12,Process transformation SOW,43500,USD,Received,Lena Brooks,VP
PO-00751,VEND-00073,,DEPT-005,2025-12-07,Reserved capacity,2000,USD,Open,Rafael Mendez,Dept Head
PO-00752,VEND-00036,,DEPT-001,2024-07-03,HVAC maintenance,3600,USD,Closed,Derek Yoon,Dept Head
PO-00753,VEND-00062,,DEPT-011,2026-02-12,Laptop refresh batch,7300,USD,Received,Peter Chen,Dept Head
PO-00754,VEND-00043,,DEPT-013,2025-06-15,Network installation,1100,USD,Closed,Alex Rivera,Dept Head
PO-00755,VEND-00044,,DEPT-003,2026-03-02,IP counsel hours,5500,USD,Closed,Luis Ortega,Dept Head
PO-00756,VEND-00129,CTR-0073,DEPT-008,2024-01-22,Ergonomics,32500,USD,Open,Hana Kobayashi,VP
PO-00757,VEND-00056,,DEPT-006,2026-01-08,Annual subscription renewal,2300,USD,Closed,Ingrid Voss,Dept Head
PO-00758,VEND-00110,,DEPT-015,2023-03-23,Last-mile delivery,44500,USD,Closed,Rafael Mendez,VP
PO-00759,VEND-00012,,DEPT-008,2024-03-17,Conference travel,7400,USD,Closed,Lena Brooks,Dept Head
PO-00760,VEND-00132,,DEPT-006,2025-01-01,Print consumables,1400,USD,Closed,Lena Brooks,Dept Head
PO-00761,VEND-00158,,DEPT-005,2026-01-01,Freight LTL lane,7300,USD,Cancelled,Owen Marsh,Dept Head
PO-00762,VEND-00132,,DEPT-015,2024-05-07,Quarterly office supplies replen,6500,USD,Open,Priya Raman,Dept Head
PO-00763,VEND-00014,CTR-0014,DEPT-016,2023-03-19,Reserved capacity,1400,USD,Cancelled,Claire Benoit,Dept Head
PO-00764,VEND-00166,,DEPT-007,2025-06-02,Security services,600,USD,Closed,Robin Park,Dept Head
PO-00765,VEND-00003,CTR-0003,DEPT-015,2023-10-06,Warehousing month,5800,USD,Closed,Tomas Kellerman,Dept Head
PO-00766,VEND-00170,,DEPT-004,2023-10-12,Quarterly office supplies replen,7500,USD,Closed,Claire Benoit,Dept Head
PO-00767,VEND-00124,CTR-0035,DEPT-006,2024-06-21,Annual SKO travel,5400,USD,Closed,Rafael Mendez,Dept Head
PO-00768,VEND-00053,,DEPT-013,2025-10-15,Brand refresh SOW,7200,USD,Received,Lena Brooks,Dept Head
PO-00769,VEND-00010,,DEPT-020,2025-02-21,Implementation sprint,2700,USD,Closed,Derek Yoon,Dept Head
PO-00770,VEND-00152,,DEPT-003,2023-01-14,MPLS circuits month,1000,USD,Received,Naomi Weiss,Dept Head
PO-00771,VEND-00192,,DEPT-020,2026-04-19,Freight LTL lane,7200,USD,Closed,Hana Kobayashi,Dept Head
PO-00772,VEND-00048,,DEPT-015,2026-04-02,Advisory engagement,6800,USD,Closed,Lena Brooks,Dept Head
PO-00773,VEND-00105,,DEPT-020,2025-11-06,Contracts review package,198000,USD,Received,Sasha Mwangi,CFO
PO-00774,VEND-00179,,DEPT-012,2024-10-18,Warehousing month,7700,USD,Closed,Devon Parker,Dept Head
PO-00775,VEND-00013,,DEPT-004,2024-08-04,Seat expansion QQ2,3200,USD,Closed,Alex Rivera,Dept Head
PO-00776,VEND-00090,,DEPT-014,2024-05-17,Cleaning services month,7400,USD,Closed,Lena Brooks,Dept Head
PO-00777,VEND-00166,,DEPT-013,2023-04-30,Security services,800,USD,Received,Samira Okafor,Dept Head
PO-00778,VEND-00009,,DEPT-011,2024-09-01,Networking gear,31500,USD,Closed,Devon Parker,VP
PO-00779,VEND-00005,CTR-0005,DEPT-004,2025-03-15,Specialist placement,7300,USD,Received,Ingrid Voss,Dept Head
PO-00780,VEND-00094,,DEPT-006,2024-02-26,Security services,26500,USD,Closed,Rafael Mendez,VP
PO-00781,VEND-00102,,DEPT-005,2024-02-21,Networking gear,22000,USD,Closed,Quinn Reyes,VP
PO-00782,VEND-00109,CTR-0033,DEPT-015,2026-02-01,Implementation sprint,1800,USD,Closed,Alex Rivera,Dept Head
PO-00783,VEND-00043,,DEPT-014,2023-01-01,Network installation,2400,USD,Received,Sasha Mwangi,Dept Head
PO-00784,VEND-00186,,DEPT-006,2025-07-13,Egress overage,210000,USD,Closed,Tomas Kellerman,CFO
PO-00785,VEND-00003,,DEPT-016,2024-02-12,Freight LTL lane,11500,USD,Closed,Devon Parker,VP
PO-00786,VEND-00075,CTR-0075,DEPT-007,2024-09-15,Events travel block,4500,USD,Closed,Robin Park,Dept Head
PO-00787,VEND-00121,,DEPT-012,2025-06-12,Add-on modules,27500,USD,Open,Hana Kobayashi,VP
PO-00788,VEND-00001,,DEPT-005,2026-03-07,Monthly cloud consumption,134000,USD,Open,Robin Park,CFO
PO-00789,VEND-00020,,DEPT-007,2025-03-30,Annual subscription renewal,6600,USD,Closed,Marco Alvarez,Dept Head
PO-00790,VEND-00059,CTR-0019,DEPT-003,2023-01-17,Add-on modules,4000,USD,Open,Cesar Ruiz,Dept Head
PO-00791,VEND-00033,,DEPT-006,2024-10-03,Compliance advisory,6100,USD,Closed,Alex Rivera,Dept Head
PO-00792,VEND-00104,,DEPT-010,2025-07-31,Egress overage,4000,USD,Closed,Owen Marsh,Dept Head
PO-00793,VEND-00006,CTR-0006,DEPT-019,2023-09-16,Media buy,33500,USD,Received,Harish Patel,VP
PO-00794,VEND-00077,,DEPT-017,2024-08-06,Contract engineer placement,3800,USD,Cancelled,Cesar Ruiz,Dept Head
PO-00795,VEND-00179,,DEPT-002,2026-03-05,Customs clearance,220000,USD,Closed,Luis Ortega,CFO
PO-00796,VEND-00042,,DEPT-010,2026-03-16,Media buy,15500,USD,Received,Alex Rivera,VP
PO-00797,VEND-00053,,DEPT-005,2025-09-03,Campaign retainer,1600,USD,Closed,Hana Kobayashi,Dept Head
PO-00798,VEND-00017,,DEPT-005,2024-05-09,Contract engineer placement,28000,USD,Open,Devon Parker,VP
PO-00799,VEND-00116,CTR-0052,DEPT-007,2025-10-29,Security services,217000,USD,Open,Julia Hwang,CFO
PO-00800,VEND-00101,,DEPT-015,2023-11-18,Monthly cloud consumption,56000,USD,Closed,Owen Marsh,CFO
PO-00801,VEND-00163,,DEPT-008,2023-01-06,Annual SKO travel,2700,USD,Closed,Hana Kobayashi,Dept Head
PO-00802,VEND-00128,,DEPT-013,2026-02-09,Annual subscription renewal,4100,USD,Received,Owen Marsh,Dept Head
PO-00803,VEND-00007,,DEPT-015,2024-01-19,Mobile fleet lines,7400,USD,Closed,Luis Ortega,Dept Head
PO-00804,VEND-00073,,DEPT-001,2025-11-14,Monthly cloud consumption,24500,USD,Closed,Sasha Mwangi,VP
PO-00805,VEND-00124,,DEPT-018,2025-05-12,Corporate travel management fee,565000,USD,Received,Julia Hwang,CEO
PO-00806,VEND-00094,CTR-0080,DEPT-020,2024-12-17,Landscaping,4000,USD,Received,Owen Marsh,Dept Head
PO-00807,VEND-00165,CTR-0037,DEPT-009,2025-03-25,Annual subscription renewal,21000,USD,Received,Owen Marsh,VP
PO-00808,VEND-00099,,DEPT-006,2023-08-18,Landscaping,5200,USD,Closed,Harish Patel,Dept Head
PO-00809,VEND-00064,,DEPT-005,2024-09-19,Reserved capacity,7500,USD,Received,Priya Raman,Dept Head
PO-00810,VEND-00175,,DEPT-009,2025-12-01,Monitors and peripherals,7900,USD,Cancelled,Claire Benoit,Dept Head
PO-00811,VEND-00062,,DEPT-011,2025-12-31,Monitors and peripherals,3600,USD,Cancelled,Alex Rivera,Dept Head
PO-00812,VEND-00006,CTR-0006,DEPT-018,2023-03-10,Brand refresh SOW,5000,USD,Received,Julia Hwang,Dept Head
PO-00813,VEND-00043,,DEPT-007,2024-04-20,Toll-free services,6900,USD,Received,Priya Raman,Dept Head
PO-00814,VEND-00130,CTR-0018,DEPT-007,2025-12-11,Implementation sprint,5700,USD,Cancelled,Tomas Kellerman,Dept Head
PO-00815,VEND-00166,,DEPT-013,2024-07-26,Cleaning services month,18500,USD,Closed,Devon Parker,VP
PO-00816,VEND-00008,CTR-0008,DEPT-011,2024-08-23,Quarterly office supplies replen,28500,USD,Closed,Devon Parker,VP
PO-00817,VEND-00126,,DEPT-015,2025-12-15,Breakroom supplies,6100,USD,Closed,Harish Patel,Dept Head
PO-00818,VEND-00198,CTR-0026,DEPT-005,2023-12-17,Warehousing month,7900,USD,Received,Aditi Shah,Dept Head
PO-00819,VEND-00167,,DEPT-015,2024-02-12,MPLS circuits month,3000,USD,Closed,Naomi Weiss,Dept Head
PO-00820,VEND-00121,,DEPT-008,2026-03-15,Seat expansion QQ3,700000,USD,Closed,Rafael Mendez,CEO
PO-00821,VEND-00009,CTR-0009,DEPT-005,2023-12-26,Laptop refresh batch,5600,USD,Received,Marco Alvarez,Dept Head
PO-00822,VEND-00083,,DEPT-019,2025-07-02,DR storage tier,1700,USD,Received,Marco Alvarez,Dept Head
PO-00823,VEND-00105,CTR-0022,DEPT-018,2023-12-17,Litigation retainer,7100,USD,Received,Claire Benoit,Dept Head
PO-00824,VEND-00167,,DEPT-019,2025-06-29,Network installation,5300,USD,Received,Robin Park,Dept Head
PO-00825,VEND-00046,,DEPT-013,2024-03-16,Security services,35500,USD,Closed,Luis Ortega,VP
PO-00826,VEND-00060,,DEPT-007,2024-01-28,Laptop refresh batch,6100,USD,Cancelled,Cesar Ruiz,Dept Head
PO-00827,VEND-00139,,DEPT-015,2026-01-16,Landscaping,7000,USD,Closed,Hana Kobayashi,Dept Head
PO-00828,VEND-00048,,DEPT-008,2024-02-26,Advisory engagement,31000,USD,Received,Samira Okafor,VP
PO-00829,VEND-00090,,DEPT-008,2023-03-27,HVAC maintenance,5800,USD,Received,Hana Kobayashi,Dept Head
PO-00830,VEND-00113,,DEPT-008,2024-12-15,Compliance advisory,4700,USD,Closed,Claire Benoit,Dept Head
PO-00831,VEND-00131,,DEPT-019,2024-06-08,Events travel block,275000,USD,Cancelled,Luis Ortega,CEO
PO-00832,VEND-00193,,DEPT-012,2025-05-10,HVAC maintenance,36500,USD,Received,Samira Okafor,VP
PO-00833,VEND-00156,,DEPT-009,2023-05-03,Litigation retainer,33000,USD,Closed,Jamie Chen,VP
PO-00834,VEND-00133,,DEPT-019,2023-12-25,Freight LTL lane,54000,USD,Open,Peter Chen,CFO
PO-00835,VEND-00029,,DEPT-016,2023-02-07,Advisory engagement,4400,USD,Received,Quinn Reyes,Dept Head
PO-00836,VEND-00190,CTR-0051,DEPT-007,2023-12-09,Contracts review package,22500,USD,Closed,Hana Kobayashi,VP
PO-00837,VEND-00129,CTR-0073,DEPT-010,2023-08-24,Print consumables,2700,USD,Open,Luis Ortega,Dept Head
PO-00838,VEND-00175,,DEPT-019,2026-02-08,Datacenter hardware,600,USD,Received,Priya Raman,Dept Head
PO-00839,VEND-00186,,DEPT-013,2024-05-23,Egress overage,197000,USD,Closed,Robin Park,CFO
PO-00840,VEND-00171,CTR-0040,DEPT-019,2025-10-18,Security services,96000,USD,Received,Tomas Kellerman,CFO
PO-00841,VEND-00060,,DEPT-016,2026-02-22,Laptop refresh batch,20000,USD,Received,Priya Raman,VP
PO-00842,VEND-00043,,DEPT-020,2025-05-12,MPLS circuits month,21500,USD,Closed,Ingrid Voss,VP
PO-00843,VEND-00012,,DEPT-008,2023-06-03,Conference travel,3100,USD,Cancelled,Hana Kobayashi,Dept Head
PO-00844,VEND-00087,,DEPT-006,2024-11-01,Compliance advisory,231000,USD,Open,Owen Marsh,CFO
PO-00845,VEND-00100,,DEPT-014,2024-11-24,Litigation retainer,186000,USD,Closed,Robin Park,CFO
PO-00846,VEND-00013,CTR-0013,DEPT-001,2026-03-06,Seat expansion QQ1,7600,USD,Open,Rafael Mendez,Dept Head
PO-00847,VEND-00185,,DEPT-013,2026-04-20,Freight LTL lane,1000,USD,Open,Claire Benoit,Dept Head
PO-00848,VEND-00038,,DEPT-014,2025-02-05,Annual SKO travel,8000,USD,Closed,Sasha Mwangi,Dept Head
PO-00849,VEND-00084,CTR-0041,DEPT-001,2024-03-08,Last-mile delivery,29000,USD,Closed,Julia Hwang,VP
PO-00850,VEND-00059,,DEPT-018,2024-01-04,Platform support,5400,USD,Closed,Ingrid Voss,Dept Head
PO-00851,VEND-00185,,DEPT-017,2024-12-05,Warehousing month,4800,USD,Received,Peter Chen,Dept Head
PO-00852,VEND-00019,,DEPT-006,2025-05-06,Landscaping,6400,USD,Received,Claire Benoit,Dept Head
PO-00853,VEND-00186,,DEPT-020,2025-06-24,Monthly cloud consumption,1200,USD,Received,Rafael Mendez,Dept Head
PO-00854,VEND-00087,,DEPT-015,2024-09-04,Contracts review package,700,USD,Open,Hana Kobayashi,Dept Head
PO-00855,VEND-00081,,DEPT-018,2026-01-02,Staff augmentation month,18500,USD,Closed,Ingrid Voss,VP
PO-00856,VEND-00010,CTR-0010,DEPT-009,2023-04-18,Assessment phase,6100,USD,Open,Hana Kobayashi,Dept Head
PO-00857,VEND-00101,,DEPT-015,2023-07-13,DR storage tier,4100,USD,Closed,Marco Alvarez,Dept Head
PO-00858,VEND-00135,,DEPT-010,2026-01-22,Network installation,27500,USD,Received,Hana Kobayashi,VP
PO-00859,VEND-00134,,DEPT-004,2023-10-17,Annual subscription renewal,4200,USD,Closed,Aditi Shah,Dept Head
PO-00860,VEND-00012,,DEPT-001,2025-08-10,Corporate travel management fee,2200,USD,Received,Aditi Shah,Dept Head
PO-00861,VEND-00117,CTR-0066,DEPT-006,2024-09-27,Seat expansion QQ2,5700,USD,Closed,Sasha Mwangi,Dept Head
PO-00862,VEND-00121,,DEPT-015,2026-02-25,Annual subscription renewal,11500,USD,Received,Rafael Mendez,VP
PO-00863,VEND-00082,,DEPT-017,2024-09-09,Temp-to-hire fee,5300,USD,Closed,Aditi Shah,Dept Head
PO-00864,VEND-00002,CTR-0002,DEPT-006,2025-06-08,Add-on modules,4500,USD,Closed,Naomi Weiss,Dept Head
PO-00865,VEND-00158,,DEPT-019,2025-09-03,Customs clearance,1200,USD,Received,Devon Parker,Dept Head
PO-00866,VEND-00173,,DEPT-010,2024-10-16,Quarterly office supplies replen,163000,USD,Closed,Claire Benoit,CFO
PO-00867,VEND-00188,,DEPT-011,2024-11-15,Advisory engagement,4800,USD,Received,Aditi Shah,Dept Head
PO-00868,VEND-00077,,DEPT-016,2023-11-30,Staff augmentation month,38500,USD,Received,Alex Rivera,VP
PO-00869,VEND-00133,,DEPT-013,2025-03-25,Last-mile delivery,6300,USD,Closed,Robin Park,Dept Head
PO-00870,VEND-00108,,DEPT-010,2024-08-31,Ergonomics,4900,USD,Received,Derek Yoon,Dept Head
PO-00871,VEND-00108,,DEPT-014,2023-09-28,Breakroom supplies,5800,USD,Received,Tomas Kellerman,Dept Head
PO-00872,VEND-00090,,DEPT-005,2023-02-02,HVAC maintenance,7700,USD,Received,Claire Benoit,Dept Head
PO-00873,VEND-00197,,DEPT-007,2025-12-21,MPLS circuits month,4000,USD,Closed,Naomi Weiss,Dept Head
PO-00874,VEND-00192,,DEPT-001,2023-08-08,Last-mile delivery,3000,USD,Open,Samira Okafor,Dept Head
PO-00875,VEND-00077,,DEPT-012,2023-01-27,Staff augmentation month,116000,USD,Closed,Jamie Chen,CFO
PO-00876,VEND-00075,CTR-0075,DEPT-001,2024-01-23,Corporate travel management fee,39000,USD,Open,Peter Chen,VP
PO-00877,VEND-00135,,DEPT-010,2024-12-01,MPLS circuits month,17500,USD,Received,Priya Raman,VP
PO-00878,VEND-00162,,DEPT-001,2026-02-05,Monthly cloud consumption,6400,USD,Closed,Rafael Mendez,Dept Head
PO-00879,VEND-00089,,DEPT-016,2025-11-07,Conference travel,5900,USD,Received,Samira Okafor,Dept Head
PO-00880,VEND-00125,,DEPT-011,2023-05-17,Implementation sprint,11500,USD,Cancelled,Harish Patel,VP
PO-00881,VEND-00077,,DEPT-013,2024-04-30,Staff augmentation month,5400,USD,Closed,Hana Kobayashi,Dept Head
PO-00882,VEND-00157,,DEPT-006,2025-12-22,Litigation retainer,1600,USD,Open,Samira Okafor,Dept Head
PO-00883,VEND-00196,,DEPT-010,2024-12-25,Customs clearance,1700,USD,Open,Cesar Ruiz,Dept Head
PO-00884,VEND-00112,,DEPT-006,2024-06-09,Assessment phase,45500,USD,Closed,Tomas Kellerman,VP
PO-00885,VEND-00147,CTR-0030,DEPT-017,2025-10-04,Networking gear,7700,USD,Open,Devon Parker,Dept Head
PO-00886,VEND-00040,,DEPT-006,2025-08-23,DR storage tier,11500,USD,Received,Julia Hwang,VP
PO-00887,VEND-00029,,DEPT-004,2024-12-04,Advisory engagement,2700,USD,Closed,Quinn Reyes,Dept Head
PO-00888,VEND-00126,,DEPT-009,2023-09-02,Print consumables,7700,USD,Received,Lena Brooks,Dept Head
PO-00889,VEND-00194,CTR-0038,DEPT-014,2023-10-11,Events travel block,6700,USD,Closed,Harish Patel,Dept Head
PO-00890,VEND-00123,,DEPT-001,2024-01-10,Cleaning services month,2900,USD,Cancelled,Cesar Ruiz,Dept Head
PO-00891,VEND-00157,,DEPT-014,2023-03-20,IP counsel hours,110000,USD,Closed,Rafael Mendez,CFO
PO-00892,VEND-00059,CTR-0019,DEPT-019,2024-12-30,Add-on modules,179000,USD,Open,Lena Brooks,CFO
PO-00893,VEND-00196,,DEPT-006,2024-02-20,Customs clearance,35000,USD,Closed,Derek Yoon,VP
PO-00894,VEND-00144,,DEPT-015,2025-04-19,Process transformation SOW,7000,USD,Closed,Julia Hwang,Dept Head
PO-00895,VEND-00173,CTR-0072,DEPT-011,2023-07-31,Breakroom supplies,15500,USD,Received,Cesar Ruiz,VP
PO-00896,VEND-00179,,DEPT-018,2024-05-25,Warehousing month,700,USD,Received,Harish Patel,Dept Head
PO-00897,VEND-00070,,DEPT-020,2024-07-22,MPLS circuits month,3100,USD,Closed,Owen Marsh,Dept Head
PO-00898,VEND-00006,CTR-0006,DEPT-015,2026-03-20,Creative production,7300,USD,Received,Aditi Shah,Dept Head
PO-00899,VEND-00080,,DEPT-016,2025-07-30,Warehousing month,10500,USD,Received,Quinn Reyes,VP
PO-00900,VEND-00047,,DEPT-017,2025-09-07,Assessment phase,39000,USD,Closed,Tomas Kellerman,VP
PO-00901,VEND-00029,,DEPT-001,2026-03-07,Implementation sprint,46500,USD,Received,Owen Marsh,VP
PO-00902,VEND-00146,,DEPT-013,2025-08-10,IP counsel hours,4700,USD,Received,Robin Park,Dept Head
PO-00903,VEND-00013,CTR-0013,DEPT-003,2025-09-03,Seat expansion QQ3,28000,USD,Received,Cesar Ruiz,VP
PO-00904,VEND-00075,CTR-0075,DEPT-008,2025-01-09,Corporate travel management fee,3200,USD,Closed,Robin Park,Dept Head
PO-00905,VEND-00170,,DEPT-017,2025-01-25,Quarterly office supplies replen,2900,USD,Open,Aditi Shah,Dept Head
PO-00906,VEND-00167,CTR-0063,DEPT-017,2025-06-25,MPLS circuits month,1900,USD,Closed,Aditi Shah,Dept Head
PO-00907,VEND-00111,,DEPT-003,2024-10-26,Implementation sprint,5800,USD,Cancelled,Tomas Kellerman,Dept Head
PO-00908,VEND-00137,,DEPT-017,2025-01-20,Quarterly office supplies replen,246000,USD,Closed,Naomi Weiss,CFO
PO-00909,VEND-00076,,DEPT-014,2024-12-25,Litigation retainer,56000,USD,Closed,Samira Okafor,CFO
PO-00910,VEND-00110,,DEPT-017,2024-03-16,Warehousing month,5700,USD,Closed,Claire Benoit,Dept Head
PO-00911,VEND-00094,,DEPT-018,2024-10-10,Security services,2900,USD,Closed,Cesar Ruiz,Dept Head
PO-00912,VEND-00062,CTR-0050,DEPT-004,2025-03-07,Networking gear,2100,USD,Received,Samira Okafor,Dept Head
PO-00913,VEND-00049,,DEPT-018,2025-07-07,Litigation retainer,1300,USD,Closed,Julia Hwang,Dept Head
PO-00914,VEND-00071,,DEPT-009,2023-05-20,DR storage tier,1800,USD,Closed,Naomi Weiss,Dept Head
PO-00915,VEND-00107,,DEPT-003,2025-08-05,Datacenter hardware,3900,USD,Received,Tomas Kellerman,Dept Head
PO-00916,VEND-00127,,DEPT-004,2024-04-27,Advisory engagement,16500,USD,Closed,Naomi Weiss,VP
PO-00917,VEND-00053,,DEPT-017,2024-10-30,Campaign retainer,3900,USD,Closed,Robin Park,Dept Head
PO-00918,VEND-00101,,DEPT-018,2024-01-04,DR storage tier,35000,USD,Closed,Cesar Ruiz,VP
PO-00919,VEND-00157,,DEPT-004,2023-08-05,IP counsel hours,22500,USD,Received,Luis Ortega,VP
PO-00920,VEND-00158,,DEPT-005,2025-03-18,Freight LTL lane,71000,USD,Closed,Sasha Mwangi,CFO
PO-00921,VEND-00197,,DEPT-016,2025-12-09,Network installation,42000,USD,Open,Tomas Kellerman,VP
PO-00922,VEND-00046,CTR-0034,DEPT-014,2023-06-04,Security services,121000,USD,Closed,Jamie Chen,CFO
PO-00923,VEND-00155,,DEPT-013,2024-10-11,Quarterly office supplies replen,33500,USD,Closed,Sasha Mwangi,VP
PO-00924,VEND-00141,CTR-0028,DEPT-010,2024-06-07,HVAC maintenance,36000,USD,Closed,Luis Ortega,VP
PO-00925,VEND-00052,,DEPT-010,2025-04-26,Monthly cloud consumption,4000,USD,Closed,Sasha Mwangi,Dept Head
PO-00926,VEND-00069,,DEPT-019,2025-11-10,Freight LTL lane,6300,USD,Open,Owen Marsh,Dept Head
PO-00927,VEND-00167,CTR-0063,DEPT-017,2023-10-19,MPLS circuits month,31500,USD,Received,Alex Rivera,VP
PO-00928,VEND-00177,CTR-0027,DEPT-014,2024-07-30,Litigation retainer,6300,USD,Open,Ingrid Voss,Dept Head
